,Date,Pos,Neg,Tweet_date,text,favorites,retweets,Senti,score
130,2019년 12월 1주,47.50%,48.30%,2019-11-10,"지난 6월 노르웨이에서 ‘솔베이지의 노래’ 작곡가 그리그의 집을 방문했을 때, 부모님을 찾고 싶다는 사연의 간절한 편지를 조혜정님으로부터 받았습니다. 그 마음이 전해져 중앙부처와 언론, 지역주민과 국민들이 부모님 찾기에 함께 해주셨습니다. 도움을 주신 모든 분께 깊이 감사드립니다. 앞으로 2년 반, 임기 전반기에 씨를 뿌리고 싹을 키웠다면 임기 후반기는 꽃을 피우고 열매를 맺어야만 문재인 정부의 성공을 말할 수 있을 것입니다. 국민이 변화를 확실히 체감할 때까지 정부는 일관성을 갖고 혁신, 포용, 공정, 평화의 길을 흔들림 없이 달려가겠습니다. https://www1.president.go.kr/articles/7558 한-아세안 특별정상회의와 한-메콩 정상회의는지난 2년 반 동안 우리 정부가 진심과 성의를 다해 추진해온 신남방정책의 중간결산입니다. 신남방정책은 대한민국 국가발전 전략의 핵심입니다. 아세안은 세계 어느 지역보다 성장이 빠르고, 앞으로 성장잠재력도 매우 큽니다. https://www1.president.go.kr/articles/7562 “힘들었지? 수고했어” 수능을 앞둔 수험생 여러분, 공부하느라 고생 많았습니다. 결과에 대해서는 걱정하지 말고 하던 대로 해주길 바랍니다. 내일은 여러분의 날입니다. 최선을 다한 만큼 반드시 꿈은 이뤄질 것입니다. 편안하게 잘 치러내길 바랍니다.전태일 열사를 생각합니다. 평화시장, 열악한 다락방 작업실에서의 노동과 어린 여공들의 배를 채우던 붕어빵을 생각합니다. 근로기준법과 노동자의 권리, 인간답게 사는 게 무엇인지 생각했던 아름다운 청년을 생각합니다. 그의 외침으로 국민들은 비로소 노동의 가치에 대해 생각하게 되었습니다.",4989.375,9108.25,[-0.7935583  0.9585611],1
131,2019년 12월 2주,49.30%,46.90%,2019-11-17,"“소방공무원 국가직 전환을 축하합니다” 소방공무원 국가직 전환의 반가운 소식을, 응급환자를 구조하던 도중 우리 곁을 떠난 박단비, 배혁, 김종필, 이종후, 서정용 소방대원과 윤영호, 박기동 님께 가장 먼저 전하고 싶습니다. MEMC 코리아의 ‘반도체 실리콘웨이퍼 제2공장 준공식’을 국민과 함께 축하합니다. 반도체 산업은 우리나라 제조업의 버팀목입니다. 반도체 산업 경쟁력에 더해 소재·부품·장비의 공급이 안정적으로 뒷받침된다면, 반도체 제조 강국 대한민국을 아무도 흔들 수 없을 것입니다. http://bit.ly/2QNzWKm 오늘 리센룽 총리님과 나는 4차산업혁명 시대를 함께 열어나가기 위해 스마트시티, 스마트그리드, 바이오 등 첨단분야 협력과 국방기술?사이버안보 등 미래지향적 안보협력을 강화하기로 했습니다. 아울러, 4차산업혁명 대응 분야에서 제3국 공동진출을 확대하기로 했습니다. https://www1.president.go.kr/articles/7606오랜 벗과 같은 리센룽 총리님과의 정상회담으로 한-아세안 특별정상회의 를 시작하게 되어 더욱 뜻깊습니다. 양국은 경제 협력을 통해 공동 번영을 이루어왔습니다. 스마트시티, 중소기업과 스타트업, 바이오 의료분야에서 양국의 실질 협력 방안들이 만들어지길 기대합니다. https://www1.president.go.kr/articles/7605",4883.333333,8415.166667,[-2.834328   2.6051548],1
132,2019년 12월 3주,47.60%,48.00%,2019-11-24,"한국은 도시의 비대화 속 겪은 교통혼잡,환경오염,재난재해의 경험 위에서 이를 해결하기 위한 방법을 스마트시티에 모두 담았습니다. 아세안 도시들도 같은 경험을 겪고, 같은 해답을 모색하고 있습니다. '한국형 스마트시티’가 하나의 모델을 보여줄 수 있다고 생각합니다. http://www1.president.go.kr/articles/7615하싸날 볼키아 국왕님의 국빈 방문, 국민과 함께 환영합니다. 양국은 지난 35년간 신뢰와 우정의 토대 위 인프라·에너지 협력을 이어왔습니다. 브루나이의 비전2035와 신남방정책이 조화롭게 추진된다면 미래 신산업분야까지 협력을 넓히고 공동번영을 이룰 수 있을 것입니다. http://www1.president.go.kr/articles/7612 두테르테 대통령님, 양국 수교 70주년을 맞는 뜻깊은 해에 방한해 주신 것을 진심으로 환영합니다. 2019년을 ‘한-필리핀 상호교류의 해’로 지정한 데 따라 한국에서는 올해 필리핀과 다양한 문화교류 행사가 열렸고, 한국인들이 필리핀과 더욱 친밀해지는 계기가 되었습니다. https://www1.president.go.kr/articles/7645소중한 친구 조코위 대통령님을 제 고향 부산에서 만나게 되어 매우 기쁩니다. 지난 달 인도네시아 대통령으로 연임하게 되신 것을 다시 한 번 축하합니다. 대통령님 포용적 리더십으로 인도네시아는 더욱 역동적으로 발전할 것입니다. https://www1.president.go.kr/articles/7643문화콘텐츠는 이제 문화를 넘어 가장 유망한 성장산업입니다. 한국이 같은 문화적 정체성 위에서 아세안 문화콘텐츠의 동반자가 되겠습니다. 오늘 ‘한-아세안 특별정상회의’를 기념해 마련한 문화혁신포럼도 내년부터 정례적으로 개최하고자 합니다. https://www1.president.go.kr/articles/7636한국과 아세안은 역사적으로도 문화적으로도 가장 닮았습니다. 발전 가능성이 무궁무진하며 평균연령 29세의 젊은 아세안에게 한국은 믿을만한 최적의 파트너가 아닐 수 없습니다. 한국과 함께라면 더 빨리, 더 멀리 ‘함께 성장하는 공동체’가 될 것입니다. https://www1.president.go.kr/articles/7634쁘라윳 총리님, 제 고향 부산에 오신 것을 환영합니다. 올해 두 차례 태국을 방문했는데 총리님의 환대와 태국 국민들의 환한 미소를 잊지 못합니다. 우리 드라마 '태양의 후예'를 재밌게 보셨다는 말씀과 아리랑을 흥얼거리셨던 기억도 생생합니다. https://www1.president.go.kr/articles/7633 메콩과 한국은 서로를 깊이 이해하고, 마음과 마음이 통하는 친구가 되고 있습니다. 한국은 ‘한강의 기적’을 이뤘고, 메콩은 ‘메콩강의 기적’을 쓰고 있습니다. 메콩강의 역동성과 한국의 경험이 만나 '모두의 기적’을 이룰 것으로 확신합니다. https://www1.president.go.kr/articles/7680통룬 시술릿 총리님 환영합니다. 내년은 라오스와 한국의 재수교 25주년입니다. 새롭게 열어갈 25년을 앞두고 오늘 양국 관계 발전에 대해 논의할 수 있게 되어 기대가 큽니다. 양국의 더욱 굳건한 우정으로 아세안의 공동 번영과 메콩 비전을 함께 실현해 나가길 바랍니다. http://bit.ly/2OpjgaN서로 믿고 의지할 수 있는 이웃이 되어 주신 미얀마 국민들과 아웅산 수찌 국가고문님께 깊이 감사드립니다. 어제 해주신 기조연설 덕에 한층 격조있고 성공적인 행사가 될 수 있었습니다. 오늘 회담이 한국과 메콩 국가의 공동번영시대를 여는 소중한계기가 되길 바랍니다. http://bit.ly/2KRi3Xq한-아세안 특별정상회의를 성공적으로 마무리했습니다. 오늘 한국과 아세안은 ‘평화, 번영과 동반자관계를 위한 한-아세안 공동 비전성명’과 ‘공동의장 성명’을 채택합니다. 한국과 아세안이 맞이할 사람·상생번영·평화의 미래를 위한 훌륭한 이정표가 될 것으로 기대합니다. https://www1.president.go.kr/articles/7666한-아세안 ‘스타트업 파트너십’ 합의는 고무적입니다. 스타트업 엑스포, 'ComeUp’을 연례행사로 하여 스타트업 간 ‘교류의 장’을 제공하고 ‘스타트업 중장기 로드맵’을 공동 수립, 네트워크를 구축하겠습니다. ‘한-아세안 스타트업 장관회의’와 협력체계도 마련할 것입니다. https://www1.president.go.kr/articles/7664정상 여러분, 한-아세안 관계 30년이 지난 지금 교역은 20배, 투자는 70배, 인적교류는 40배 이상 크게 늘었습니다. 포용적이고 지속가능한 세계는 아시아의 협력에 달려있습니다. 우리의 목표는 아시아를 넘어 인류 모두에게 희망이 될 것입니다. https://www1.president.go.kr/articles/7655 푹 총리님 존함의 뜻이 ‘봄에 찾아오는 복’이라고 들었습니다. 1992년 수교 이래 베트남과 한국은 상생 발전했고, 올해 양국은 전략적 협력 동반자 관계 10주년을 맞습니다. 베트남의 산업국가 목표와 한국의 신남방정책의 시너지 효과를 한 차원 더 높여 나가길 바랍니다. https://www1.president.go.kr/articles/7694Launching the ASEAN-ROK Commemorative Summit events with our Singapore-ROK Summit was very valuable to me. I hope to see you again very soon, and that you stay healthy.Have you tried fried chicken with beer (“Chimaek” as we call it in Korean)? If you would both like, how about we try some of Hongdae’s street food and some fried chicken over a few beers the next time you’re here?Prime Minister Lee, I hope your trip home was pleasant. While returning to Seoul after the Mekong-ROK Summit, I really enjoyed reading the “Seoul Travel Log” that you wrote with your wife. I am very grateful for the love you both share for Korea.Launching the ASEAN-ROK Commemorative Summit events with our Singapore-ROK Summit was very valuable to me. I hope to see you again very soon, and that you stay healthy. @leehsienloongHave you tried fried chicken with beer (“Chimaek” as we call it in Korean)? If you would both like, how about we try some of Hongdae’s street food and some fried chicken over a few beers the next time you’re here? @leehsienloongPrime Minister Lee, I hope your trip home was pleasant. While returning to Seoul after the Mekong-ROK Summit, I really enjoyed reading the “Seoul Travel Log” that you wrote with your wife. I am very grateful for the love you both share for Korea. @leehsienloong다음 방한땐 우리 부부와 함께 홍대 길거리 음식과 치맥을 즐기시는 건 어떨까요. 한 아세안 특별정상회의 주간을 총리님과의 정상회담으로 시작할 수 있어 뜻깊었습니다. 항상 건강하시고 다시 뵙게 될 날을 기다리겠습니다.리센룽 총리님, 싱가포르에 잘 도착하셨는지요? 한-메콩 정상회의를 잘 마치고 서울로 돌아 오는 길에 리 총리님 내외분의 소탈한 ‘서울 여행기’를 읽었습니다. 두분의 각별한 한국사랑에 감사드립니다. 치맥은 맛있게 드셨는지 모르겠습니다.지난 나흘은 '아세안의 꿈'이 곧 '한국의 꿈'이었음을 확인하는 시간이었습니다. 아세안의 정상들께서 이번 회의에서 보여주신 배려와 의지는 아시아를 넘어 세계를 더 따뜻하고 더 역동적이며 더 평화로운 곳으로 변화시킬 것입니다.한국의 경험이 메콩의 역동성과 손을 잡으면 ‘한강의 기적’이 ‘메콩강의 기적’으로 이어질 것입니다. 한국은 메콩의 발전이 곧 한국의 발전이라는 믿음으로 메콩과 함께할 것입니다. https://www1.president.go.kr/articles/7682 쩐 응우엣 투 여사님, 우리가 선물한 한복이 아름답게 잘 어울리십니다. 여사님도 ""한복을 입으니 베트남의 대장금이 된 거 같다”고 화답하셔서 한바탕 웃음꽃을 피울 수 있었습니다. 어제 베트남과 한국의 '우정의 밤'을 만들어주셔서 다시 한 번 감사드립니다.존경하는 마하티르 총리님, 말레이시아의 동방정책과 한국의 신남방정책은 조화롭게 접목되어 4차산업혁명 공동 대응, 스마트시티, 할랄산업처럼 국민들이 체감할 수 있는 협력을 확대하고 있습니다. 앞으로 구체적인 분야에서 협력을 더욱 발전시켜 나가길 희망합니다. http://www1.president.go.kr/articles/7705",2674.569091,5189.484242,[0.03220257 0.26523256],1
133,2019년 12월 4주,49.70%,46.50%,2019-12-01,"금요일 하루 연가를 낸 덕에 주말동안 책 세권을 내리읽었습니다. 도올 김용옥 선생님의 , 모두 신간들입니다. 우리 인식과 지혜를 넓혀주는 책들, 쉬우면서 무척 재미있습니다. 물론 약간의 참을성은 필요합니다. 일독을 권합니다. 국민을 위해 꼭 필요한 법안들을 정치적 사안과 연계하여 흥정거리로 전락시키는 것은 있을 수 없는 일입니다. 안타까운 사고로 아이들을 떠나보낸 것도 원통한데 “우리 아이들을 협상카드로 사용하지 말라”는 절규까지 하게 만들어선 안 됩니다. https://www1.president.go.kr/articles/7722 국가기후환경회의가 아이디어를 낸 ‘세계 푸른 하늘의 날’은 제가 지난 9월, 유엔기후행동정상회의에서 공식 제안했고 지난달 26일 회원국들의 만장일치로 채택되었습니다. 이제 세계인들은 매년 9월7일, 더 적극적으로 대기오염 문제를 고민하고 해법을 모색할 것입니다. https://www1.president.go.kr/articles/77301일부터 미세먼지 계절관리제가 시행되었습니다. 그 대책의 실효성을 위해 오늘 국무회의에 특별히 세 분 광역단체장님이 참석했습니다. 다른 시도보다 앞서서 많은 노력을 기울여왔던 3개 지자체의 경험·성과가 전국으로 확대될 수 있도록 중심적 역할을 해주시기 바랍니다. http://www1.president.go.kr/articles/7727 무역에는 영토가 없습니다. 우리의 선조들이 대륙으로, 해양으로 교류와 교역의 영역을 넓혀갔을 때 세계의 문명과 함께 발전할 수 있었습니다. 우리의 기술, 상품에 자긍심을 가지고 무역인들이 세계 구석구석 더욱 활발하게 진출할 수 있도록 여러분과 항상 함께하겠습니다. http://www1.president.go.kr/articles/7742",4286.0,8148.875,[-1.5886235  1.4189079],1
134,2020년 1월 1주,49.00%,46.20%,2019-12-08,"U2한국공연 성공을 축하드립니다. 훌륭한 공연뿐 아니라 공연 도중 남북 간 평화와 통일을 바라는 메시지를 내주셨습니다. 특히 아직도 완전히 평등하다고 볼 수 없는 여성들을 위해서 ‘모두가 평등할 때까지 아무도 평등한 것이 아니다’라는 메시지를 주신 것에 매우 공감하며 감사드리고 싶습니다. 우리는 오늘 다섯 분의 영웅과 작별합니다. 사랑하는 아들이었고, 딸이었고, 아버지였고, 남편이었고, 누구보다 믿음직한 소방대원이었으며 친구였던 김종필, 서정용, 이종후, 배혁, 박단비 다섯 분의 이름을 우리 가슴에 단단히 새길 시간이 되었습니다. https://www1.president.go.kr/articles/7766 농어업에는 인간 생존의 장구한 역사가 함께하고 있으며, 그 안에는 미래 사회의 문제를 해결할 해답도 담겨있습니다. 과감한 농정의 대전환으로 청년들은 농어촌에서 미래를 일구고, 어르신들은 일과 함께 건강한 삶을 누리고, 환경은 더 깨끗하고 안전해지길 바랍니다. http://www1.president.go.kr/articles/7776 존경하는 독립유공자 후손 여러분, 기념사업추진위원 여러분, 이제 새로운 100년은 미래세대들이 이끌어 갑니다. 정부는 미래세대들이 3.1독립운동의 유산을 가슴에 품고, 새로운 미래를 여는 주역이 될 수 있도록 독립운동 역사를 기리고 알리는 일에 최선을 다할 것입니다. http://www1.president.go.kr/articles/7784",3976.75,7413.0,[-1.4341007  1.4187266],1
135,2020년 1월 2주,48.80%,46.50%,2019-12-15,"지난 3/4분기 가계소득동향에 따르면 국민의 가계소득·분배여건이 모두 개선됐습니다. 생산가능인구가 줄고 고령화가 급속히 진행되는 상황에서 만든 매우 의미있는변화입니다. 이런 변화를 더 확산시키려면 복지 사각지대까지 꼼꼼히 살피고 세심히 정책을 추진해야 합니다. http://www1.president.go.kr/articles/7798 정부 출범부터 지금까지 국정개혁의 기반을 마련하고 내각을 잘 이끌어 주신 이낙연 총리께 깊이 감사드립니다. 문재인 정부 제2대 국무총리로 정세균 의원님을 모시고자 합니다. ‘함께 잘사는 나라’를 이루는 데 크게 기여해 주시리라 기대합니다. http://www1.president.go.kr/articles/7810안전은 더 집요하고 꾸준하게 점검하고 관리해야 하며, 결코 비용의 낭비가 아닌 경쟁력·생산성을 높이는 투자로 인식해야 합니다. 교통안전법안이나 산업안전보건법, 발전산업안전강화 방안 모두 희생자와 유가족의 눈물에 빚지고 있다는 것을 우리 모두 잊지 말아야 합니다. http://www1.president.go.kr/articles/7807 내년은 스웨덴이 한국전쟁에 의료지원단을 파견한 지 70년 되는 해입니다. ‘한국전쟁 속 스웨덴인’, 스웨덴 의료지원단의 감동적 사연을 담은 이 영화는 의료진의 희생,헌신을 되새겨 주었고, 인도주의 정신의 위대한 이야기로 양국의 후손들에게 소중하게 전해질 것입니다. http://www1.president.go.kr/articles/7822“포용이 가능해야 혁신이 있을 수 있다”라는 스테판 뢰벤 총리님의 말씀에 전적으로 공감하며, 사회적 대타협에 모범인 살트셰바덴 정신이 한국에도 이어지기를 기대합니다. 양국협력이 스타트업,미래 성장, ICT산업,방산을 넘어 성평등,복지 분야까지 확대되기를 바랍니다. http://www1.president.go.kr/articles/7820“참다운 벗은 좋을 때는 초대해야만 오고, 어려울 때는 부르지 않아도 나타난다”는 스웨덴 격언이 있습니다. 한국은 스웨덴과 같이 자연과 인간의 조화, 사회적가치의 중요성에 공감하며 공동번영을 위해 노력할 것입니다. 상생과 통합으로 ‘함께잘사는나라’를 이룰 것입니다. http://www1.president.go.kr/articles/7817 오늘 논의하는 2020년 경제정책 방향이 국민들께 희망이 되길 바랍니다. 신산업분야 혁신예산은 물론 민생,복지,삶의 질 향상 등 포용예산이 대폭 늘어나 경제가 더 역동적이고 따뜻하게 성장할수있는 여건이 마련됐습니다. 경제팀이 하나되어 최선을다해 주기 바랍니다. http://www1.president.go.kr/articles/7823",3165.083333,6006.875,[-1.682449   1.6945981],1
136,2020년 1월 3주,45.30%,50.90%,2019-12-22,"리커창 총리님은 지난 11월 동아시아정상회의에서 세계 경제의 둔화 위험에 대응하기위해 동주공제(同舟共濟) 정신을 강조하셨습니다. 오늘 우리 만남과 대화가 ‘좋은 비는 시절을 알아 봄이오면 만물을 적시네’라는 두보의 시처럼 한중 양국의 새로운 관계발전을 이루는 좋은기회가 되길 기대합니다.올해는 신중국 건국 70주년, 한국은 3.1독립운동?임시정부 수립 100주년의 의미깊은 해입니다. 맹자는 '천시는 지리만 못하고, 지리는 인화만 못하다'고 했습니다. 한?중은 공동 번영할 수 있는 천시,지리를 갖췄으니 인화만 더해진다면 함께 새로운시대를 열 수 있습니다. http://shorturl.at/iovMO - 한중일 정상회의를 마치고 청두를 떠나며 돌아가는 비행기 안에서 생각해 봅니다. 우리는 한국인입니다. 한글을 쓰고 김치를 먹으며 자랐습니다. 강대국에 둘러싸여 어려움을 겪으면서도 우리는 정체성과 고유한 문화를 지켰고, 경제적으로 당당한 위상을 갖게 되었습니다.오늘 리커창 총리님, 아베 총리님과 나는 20년 간 발전해온 양국 협력의 중요성을 다시 확인하고, ‘향후 10년 3국 협력 비전’을 채택했습니다. 동아시아 평화,번영의 새시대를 열고, 지속가능한 세계를 선도하는 이정표가 되길 기대합니다. https://www1.president.go.kr/articles/7869한중일 3국의 꿈은 같습니다. 중국은 주변국과 ‘운명공동체’로 함께 발전해가는 꿈을 꾸고 있습니다. 일본은 ‘아름다운 조화’의 ‘레이와’ 시대를 열어 평화를 위한 새 염원을 품고있으며, 한국은 ‘함께 잘 사는 나라’로 한반도와 동북아의 평화와 번영에 기여하고자 합니다. http://www1.president.go.kr/articles/7868우리 3국에는 ‘먼 친척보다 가까운 이웃이 낫다’는 속담이 있습니다. 우리는 함께 협력하며 ‘풍요로 가는 진보’의 길로 나아갈 수 있습니다. 그 가까움을 더 가깝게 이어주는 것은, 신뢰를 키워온 기업인 여러분들이 그 주역입니다. https://www1.president.go.kr/articles/7866 3.1독립운동과 임시정부 수립 100년의 해가 저무는 성탄절입니다. 100년 전 예수님은 우리 곁으로 오셔서 평등한 마음을 나눠주셨고, 독립정신을 일깨웠습니다. 예수님이 머무시는 곳곳에서 만세운동이 시작되었으며, 자각한 국민들에 의해 뿌리내린 민주공화국이 오늘에 이르고 있습니다. 오늘 1725만 번째 손님이 한국을 찾아주셨습니다. 외국인 관광객 역대 최대를 기록했습니다. 신남방정책으로 가까워진 인도네시아 국민이 최고 기록의 주인공이 되었습니다. 정부는 올해의 성과를 관광산업 도약의 기회로 삼을 것입니다. 2020년 ‘외국인 관광객 2000만 명 시대’를 열겠습니다. 불가의 존경받는 선승이신 적명 큰스님의 급작스러운 입적 비보를 들었습니다. 스님은 평생 수행에만 정진한 수좌셨습니다. 한국 불교의 개혁을 이끈 봉암사에서 그 정신을 지키며, 봉암사를 청정 수행 도량으로 지켜 오셨습니다. 스님의 왕생극락을 기원합니다.",3351.65,6522.75,[-2.140569   2.0734084],1
137,2020년 1월 4주,47.00%,49.90%,2019-12-29,"2019년 한 해가 저물어 갑니다. 국민 여러분 수고많으셨습니다. 깊은 존경과 감사의 말씀을 드립니다. 안팎으로 많은 어려움 속에서도 꿋꿋이 이겨내며 희망의 싹을 틔운 보람있는 한 해였습니다. 올해보다 나은 내년을 기약할 수 있는 것은 국민들의 노력과 헌신덕분입니다. https://www1.president.go.kr/articles/7903 국민과 함께 희망을 품고 2020년 경자년 새해를 맞이합니다. 국민 모두의 삶이 더 밝고 더 행복한 새해를 소망합니다. 이웃을 사랑하고 정의를 실천하는 따뜻하고 뜨거운 국민들이 있어 늘 행복합니다. 2020년, 국민들께 보답하는 한 해가 되겠습니다. 우리는 경자년 ‘흰쥐’처럼 ‘지혜와 끈기’를 가지고 ‘풍요와 희망’을 이룰 것입니다. 우리 국민들은 ‘상생 도약’으로 반드시 ‘함께 잘사는 나라’의 국민이 될 것입니다. 국민의 성취가 정부의 성취가 되고 정부의 성취가 국민의 성취로 돌아가는, 한 해가 되길 기원합니다. http://www1.president.go.kr/articles/7917 존경하는 국민 여러분, 우리는 2030년 세계 4대 수출 강국으로 도약하기 위한 새로운 10년을 시작합니다. 친환경차 수출에서 시작된 ‘상생 도약’의 기운이 2020년 새해, 우리 경제에 커다란 활력이 될 것입니다. https://www1.president.go.kr/articles/7931",5389.75,10210.5,[-2.0800872  2.1221533],1
138,2020년 1월 5주,45.00%,50.30%,2020-01-05,"존경하는 국민 여러분, 이제 새로운 100년을 시작합니다. ‘확실한 변화’를 통한 ‘상생 도약’을 최우선 과제로 더 자주 국민들과 소통하겠습니다. ‘혁신’과 ‘포용’, ‘공정’과 ‘평화’를 바탕으로 ‘함께 잘 사는 나라’, ‘평화와 번영의 한반도’에 한 걸음 더 가까이 가겠습니다. http://www1.president.go.kr/articles/7940 경자년 새해를 우리 문화 예술인들과 함께 시작해 매우 기쁩니다. 우리 문화예술은 전 세계가 찬탄할 정도로 높은 수준을 보여주고 있습니다. 우리는 문화예술에 있어서도, 민주주의에서도, 또 시민의식에 있어서도 경제력 못지않게 아주 자랑스러운 나라가 되어 있습니다. http://www1.president.go.kr/articles/7948 포항제철소가 힘차게 돌아갈 때 대한민국 제조업도 함께 성장했습니다. 포항 규제자유특구의 배터리공장이 가동되면, 4차 산업 경쟁력도 함께 높아질 것입니다. 지역과 함께, 국민과 함께 ‘상생 도약’하는 대한민국을 만들겠습니다. 포항이 그 희망이 되어 주시길 바랍니다. http://www1.president.go.kr/articles/7951",4415.333333,8760.0,[ 0.2957651  -0.13046171],0
139,2020년 2월 1주,46.90%,49.20%,2020-01-12,"새해 정부 첫 업무보고를 과기정통부와 방통위부터 시작합니다. 대한민국의 미래가 과학기술 강국, 인공지능 일등국가, 디지털 미디어 강국에 있다는 의지를 담아 과학기술정보통신의 현장에서 과학기술인, 전문가, 연구·개발자들을 함께 모시고 업무보고를 갖게 되었습니다. https://www1.president.go.kr/articles/7974",3206.0,6440.0,[0.28716353 0.09676469],0
140,2020년 2월 2주,46.60%,49.70%,2020-01-19,안나푸르나에서 실종된 선생님들과 현지 가이드의 신속한 구조를 국민들과 함께 간절히 기원합니다. 설 명절을 앞두고 생사의 갈림길에서 사투를 벌이고 계실 실종자들과 가족들을 생각하니 애가 탑니다. 사고수습이 마무리되는 그 순간까지 네팔 정부와 협력하며 수색과 구조에 최선을 다하겠습니다. 설 연휴가 예년보다 이릅니다. 민족의 명절을 맞아 국민 모두의 가정에 평안과 행복이 깃들기를 바랍니다. 정부도 국민들께 힘이 되고 희망을 드릴 수 있도록 최선을 다하겠습니다. https://www1.president.go.kr/articles/7991 국방부와 보훈처 업무보고를 육·해·공군 본부가 함께 자리를 잡고 있는 계룡대에서 갖게 됐습니다. 국방부 업무보고 사상 처음이라고 들었습니다. 전군의 일치단결로 강한 안보를 실현하고 평화와 번영의 한반도를 뒷받침한다는 다짐을 새롭게 하는 계기가 되길 바랍니다. https://www1.president.go.kr/articles/8002새해 첫 국무회의에서 공수처법을 공포한 데 이어 검경수사권 조정 법률들도 지난주 국회를 통과했습니다. 이로써 검찰개혁은 제도화의 큰 획을 긋게 되었습니다. 권력기관 개혁은 특별한 이상을 추구하는 것이 아닙니다. https://www1.president.go.kr/articles/7998 이웃을 먼저 생각해주신 국민들 덕분에 다 함께 따뜻한 설을 맞게 되었습니다. 올해는 국민 모두가 ‘확실한 변화'를 체감하면서 희망을 키울 수 있도록 더 부지런히 뛰겠습니다. 따뜻한 마음을 주고받는 행복한 설날이 되길 기원합니다.,4430.0,8592.625,[-0.182748    0.13238716],1
141,2020년 2월 3주,47.40%,49.10%,2020-01-26,"연장전까지 가서 거둔 최고의 설 선물입니다. 세계 최초 9회 연속 올림픽 본선 진출에 더해 우승까지! 자랑스럽고 고맙습니다. 김학범 감독님과 우리 선수들 수고 많았습니다.신종 코로나 바이러스 감염증 3번째 확진자가 발생했습니다. 중국 여행객이나 방문 귀국자의 수가 많기 때문에 정부는 설 연휴 기간에도 긴장을 늦추지 않으면서 24시간 대응 체계를 가동하고 있습니다. 오늘 회의는 신종 코로나바이러스 감염증에 대한 대책을 종합적으로 점검하고 논의하기 위해 소집했습니다. 정부는 지자체와 함께 철저히 일하고, 국민 개개인은 예방 행동수칙을 지킨다면 우리는 피해를 최소화하면서 넘어설 수 있습니다. https://www1.president.go.kr/articles/8035 이시종 충북지사님과 송기섭 진천군수님, 양승조 충남지사님과 오세현 아산시장님께 감사 전화를 드렸습니다. 대승적으로 수용해주신 진천군민들과 아산시민들께 감사드립니다. 진천과 아산을 더 많이 찾아주시고 지역 산품들을 더 이용해주신다면, 어려움을 함께 이겨낼 수 있을 것입니다.",5361.833333,9757.166667,[-2.104307  2.101935],1
142,2020년 2월 4주,46.10%,50.70%,2020-02-02,"지금은 신종 코로나라는 제일 큰 일이 앞에 놓여있습니다. 하지만 끊임없는 일들을 늘 함께 감당해주는 국민들이 계셨습니다. 취임 1000일을 맞아 국민들께 감사드립니다.출근하니 실장들과 수석들이 취임 1000일이라고 축하와 덕담을 해주었습니다. ‘쑥과 마늘’의 1000일이었을까요? 돌아보면 그저 일, 일, 일.........또 일이었습니다.중국의 신종 코로나 관련 세계보건기구에서 국제적 비상사태를 선포한 가운데 우리나라도 확진자가 늘고 있습니다. 이에 맞서 정부는 감염병 확산 방지에 총력을 기울이고 있고, 방역당국과 수많은 의료진이 방역 현장 최전선에서 밤낮을 잊고 사력을 다하고 있습니다. https://www1.president.go.kr/articles/8049 국민의 생명과 안전을 지키는 것이 국가의 존재 이유이며 정부의 기본책무입니다. 정부는 신종 코로나 확산으로부터 우리 국민을 보호하기 위해 범국가적 역량을 모아 대응하고 있습니다. https://www1.president.go.kr/articles/8057 국제반부패회의 위겟 라벨르 의장님과 대표단 여러분, 반갑습니다. 부패 없는 세상을 만들기 위해 노력하고, 또 행동계획을 마련해온 반부패국제회의 노력과 또 우리 의장님의 노력에 대해서 경의를 표합니다. https://www1.president.go.kr/articles/8069 오늘은 ‘부산형 일자리 상생협약’이 체결됩니다. 광주, 밀양, 대구, 구미, 횡성, 군산에 이어 일곱 번째 지역 상생형 일자리입니다. 신종 코로나 바이러스라는 비상 상황 속에 있지만, 경제 활력을 지키고 키우는 일도 결코 소홀히 할 수 없습니다. https://www1.president.go.kr/articles/8076",4024.333333,7957.583333,[-1.7980372  1.8249704],1
